# Assembly name:  EquCab2.0
# Organism name:  Equus caballus (horse)
# Infraspecific name:  breed=thoroughbred
# Isolate:  Twilight
# Sex:  female
# Taxid:          9796
# BioSample:      SAMN02953672
# BioProject:     PRJNA18661
# Submitter:      The Genome Assembly Team
# Date:           2007-10-29
# Synonyms:       equCab2	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AAWR02
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002305.1
# RefSeq assembly accession: GCF_000002305.2
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000165.1	GCF_000000165.1	Primary Assembly
## 	GCF_000215765.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_507	unplaced-scaffold	na	na	DS498328.1	=	NW_001871934.1	Primary Assembly	26897	na
scaffold_508	unplaced-scaffold	na	na	DS498329.1	=	NW_001871945.1	Primary Assembly	37805	na
scaffold_509	unplaced-scaffold	na	na	DS498330.1	=	NW_001871956.1	Primary Assembly	20262	na
scaffold_511	unplaced-scaffold	na	na	DS498331.1	=	NW_001871978.1	Primary Assembly	20033	na
scaffold_515	unplaced-scaffold	na	na	DS498332.1	=	NW_001872022.1	Primary Assembly	23830	na
scaffold_522	unplaced-scaffold	na	na	DS498333.1	=	NW_001872099.1	Primary Assembly	20372	na
scaffold_523	unplaced-scaffold	na	na	DS498334.1	=	NW_001872110.1	Primary Assembly	19524	na
scaffold_525	unplaced-scaffold	na	na	DS498335.1	=	NW_001872132.1	Primary Assembly	45466	na
scaffold_526	unplaced-scaffold	na	na	DS498336.1	=	NW_001872143.1	Primary Assembly	21814	na
scaffold_527	unplaced-scaffold	na	na	DS498337.1	=	NW_001872154.1	Primary Assembly	43143	na
scaffold_528	unplaced-scaffold	na	na	DS498338.1	=	NW_001872165.1	Primary Assembly	23269	na
scaffold_531	unplaced-scaffold	na	na	DS498339.1	=	NW_001872198.1	Primary Assembly	21806	na
scaffold_532	unplaced-scaffold	na	na	DS498340.1	=	NW_001872209.1	Primary Assembly	21887	na
scaffold_533	unplaced-scaffold	na	na	DS498341.1	=	NW_001872220.1	Primary Assembly	19487	na
scaffold_534	unplaced-scaffold	na	na	DS498342.1	=	NW_001872231.1	Primary Assembly	19026	na
scaffold_535	unplaced-scaffold	na	na	DS498343.1	=	NW_001872242.1	Primary Assembly	20152	na
scaffold_536	unplaced-scaffold	na	na	DS498344.1	=	NW_001872253.1	Primary Assembly	20098	na
scaffold_537	unplaced-scaffold	na	na	DS498345.1	=	NW_001872264.1	Primary Assembly	20602	na
scaffold_538	unplaced-scaffold	na	na	DS498346.1	=	NW_001872275.1	Primary Assembly	19066	na
scaffold_539	unplaced-scaffold	na	na	DS498347.1	=	NW_001872286.1	Primary Assembly	20008	na
scaffold_540	unplaced-scaffold	na	na	DS498348.1	=	NW_001872297.1	Primary Assembly	45763	na
scaffold_542	unplaced-scaffold	na	na	DS498349.1	=	NW_001872319.1	Primary Assembly	20848	na
scaffold_543	unplaced-scaffold	na	na	DS498350.1	=	NW_001872330.1	Primary Assembly	20580	na
scaffold_545	unplaced-scaffold	na	na	DS498351.1	=	NW_001872352.1	Primary Assembly	19018	na
scaffold_548	unplaced-scaffold	na	na	DS498352.1	=	NW_001872385.1	Primary Assembly	19101	na
scaffold_552	unplaced-scaffold	na	na	DS498353.1	=	NW_001872429.1	Primary Assembly	47204	na
scaffold_554	unplaced-scaffold	na	na	DS498354.1	=	NW_001872451.1	Primary Assembly	20694	na
scaffold_555	unplaced-scaffold	na	na	DS498355.1	=	NW_001872462.1	Primary Assembly	47761	na
scaffold_557	unplaced-scaffold	na	na	DS498356.1	=	NW_001872484.1	Primary Assembly	18072	na
scaffold_558	unplaced-scaffold	na	na	DS498357.1	=	NW_001872495.1	Primary Assembly	19994	na
scaffold_562	unplaced-scaffold	na	na	DS498358.1	=	NW_001872539.1	Primary Assembly	23071	na
scaffold_564	unplaced-scaffold	na	na	DS498359.1	=	NW_001872561.1	Primary Assembly	18181	na
scaffold_565	unplaced-scaffold	na	na	DS498360.1	=	NW_001872572.1	Primary Assembly	19669	na
scaffold_566	unplaced-scaffold	na	na	DS498361.1	=	NW_001872583.1	Primary Assembly	19766	na
scaffold_568	unplaced-scaffold	na	na	DS498362.1	=	NW_001872605.1	Primary Assembly	18698	na
scaffold_570	unplaced-scaffold	na	na	DS498363.1	=	NW_001872627.1	Primary Assembly	17690	na
scaffold_571	unplaced-scaffold	na	na	DS498364.1	=	NW_001872638.1	Primary Assembly	18863	na
scaffold_572	unplaced-scaffold	na	na	DS498365.1	=	NW_001872649.1	Primary Assembly	17858	na
scaffold_576	unplaced-scaffold	na	na	DS498366.1	=	NW_001872693.1	Primary Assembly	18711	na
scaffold_577	unplaced-scaffold	na	na	DS498367.1	=	NW_001872704.1	Primary Assembly	18037	na
scaffold_578	unplaced-scaffold	na	na	DS498368.1	=	NW_001872715.1	Primary Assembly	44923	na
scaffold_580	unplaced-scaffold	na	na	DS498369.1	=	NW_001872737.1	Primary Assembly	23486	na
scaffold_581	unplaced-scaffold	na	na	DS498370.1	=	NW_001872748.1	Primary Assembly	22645	na
scaffold_583	unplaced-scaffold	na	na	DS498371.1	=	NW_001872770.1	Primary Assembly	19090	na
scaffold_585	unplaced-scaffold	na	na	DS498372.1	=	NW_001872792.1	Primary Assembly	42628	na
scaffold_586	unplaced-scaffold	na	na	DS498373.1	=	NW_001872803.1	Primary Assembly	20938	na
scaffold_587	unplaced-scaffold	na	na	DS498374.1	=	NW_001872814.1	Primary Assembly	23449	na
scaffold_593	unplaced-scaffold	na	na	DS498375.1	=	NW_001872880.1	Primary Assembly	19484	na
scaffold_595	unplaced-scaffold	na	na	DS498376.1	=	NW_001872902.1	Primary Assembly	19275	na
scaffold_596	unplaced-scaffold	na	na	DS498377.1	=	NW_001872913.1	Primary Assembly	18997	na
scaffold_597	unplaced-scaffold	na	na	DS498378.1	=	NW_001872924.1	Primary Assembly	20444	na
scaffold_598	unplaced-scaffold	na	na	DS498379.1	=	NW_001872935.1	Primary Assembly	26436	na
scaffold_601	unplaced-scaffold	na	na	DS498380.1	=	NW_001872968.1	Primary Assembly	16580	na
scaffold_604	unplaced-scaffold	na	na	DS498381.1	=	NW_001873001.1	Primary Assembly	18235	na
scaffold_606	unplaced-scaffold	na	na	DS498382.1	=	NW_001873023.1	Primary Assembly	16919	na
scaffold_607	unplaced-scaffold	na	na	DS498383.1	=	NW_001873034.1	Primary Assembly	41792	na
scaffold_609	unplaced-scaffold	na	na	DS498384.1	=	NW_001873056.1	Primary Assembly	20926	na
scaffold_611	unplaced-scaffold	na	na	DS498385.1	=	NW_001873078.1	Primary Assembly	16422	na
scaffold_612	unplaced-scaffold	na	na	DS498386.1	=	NW_001873089.1	Primary Assembly	21439	na
scaffold_613	unplaced-scaffold	na	na	DS498387.1	=	NW_001873100.1	Primary Assembly	16137	na
scaffold_615	unplaced-scaffold	na	na	DS498388.1	=	NW_001873122.1	Primary Assembly	44433	na
scaffold_616	unplaced-scaffold	na	na	DS498389.1	=	NW_001873133.1	Primary Assembly	16483	na
scaffold_617	unplaced-scaffold	na	na	DS498390.1	=	NW_001873144.1	Primary Assembly	16301	na
scaffold_618	unplaced-scaffold	na	na	DS498391.1	=	NW_001873155.1	Primary Assembly	19756	na
scaffold_623	unplaced-scaffold	na	na	DS498392.1	=	NW_001873210.1	Primary Assembly	52773	na
scaffold_624	unplaced-scaffold	na	na	DS498393.1	=	NW_001873221.1	Primary Assembly	20423	na
scaffold_625	unplaced-scaffold	na	na	DS498394.1	=	NW_001873232.1	Primary Assembly	16335	na
scaffold_626	unplaced-scaffold	na	na	DS498395.1	=	NW_001873243.1	Primary Assembly	43010	na
scaffold_627	unplaced-scaffold	na	na	DS498396.1	=	NW_001873254.1	Primary Assembly	15647	na
scaffold_628	unplaced-scaffold	na	na	DS498397.1	=	NW_001873265.1	Primary Assembly	15883	na
scaffold_629	unplaced-scaffold	na	na	DS498398.1	=	NW_001873276.1	Primary Assembly	18431	na
scaffold_632	unplaced-scaffold	na	na	DS498399.1	=	NW_001873309.1	Primary Assembly	205420	na
scaffold_634	unplaced-scaffold	na	na	DS498400.1	=	NW_001873331.1	Primary Assembly	19083	na
scaffold_635	unplaced-scaffold	na	na	DS498401.1	=	NW_001873342.1	Primary Assembly	17199	na
scaffold_637	unplaced-scaffold	na	na	DS498402.1	=	NW_001873364.1	Primary Assembly	18585	na
scaffold_638	unplaced-scaffold	na	na	DS498403.1	=	NW_001873375.1	Primary Assembly	16334	na
scaffold_640	unplaced-scaffold	na	na	DS498404.1	=	NW_001873397.1	Primary Assembly	43894	na
scaffold_641	unplaced-scaffold	na	na	DS498405.1	=	NW_001873408.1	Primary Assembly	16099	na
scaffold_644	unplaced-scaffold	na	na	DS498406.1	=	NW_001873441.1	Primary Assembly	18095	na
scaffold_647	unplaced-scaffold	na	na	DS498407.1	=	NW_001873474.1	Primary Assembly	15159	na
scaffold_648	unplaced-scaffold	na	na	DS498408.1	=	NW_001873485.1	Primary Assembly	15769	na
scaffold_650	unplaced-scaffold	na	na	DS498409.1	=	NW_001873507.1	Primary Assembly	16196	na
scaffold_653	unplaced-scaffold	na	na	DS498410.1	=	NW_001873540.1	Primary Assembly	15213	na
scaffold_655	unplaced-scaffold	na	na	DS498411.1	=	NW_001873562.1	Primary Assembly	17213	na
scaffold_656	unplaced-scaffold	na	na	DS498412.1	=	NW_001873573.1	Primary Assembly	15063	na
scaffold_658	unplaced-scaffold	na	na	DS498413.1	=	NW_001873595.1	Primary Assembly	49300	na
scaffold_659	unplaced-scaffold	na	na	DS498414.1	=	NW_001873606.1	Primary Assembly	15929	na
scaffold_661	unplaced-scaffold	na	na	DS498415.1	=	NW_001873628.1	Primary Assembly	16768	na
scaffold_662	unplaced-scaffold	na	na	DS498416.1	=	NW_001873639.1	Primary Assembly	15057	na
scaffold_663	unplaced-scaffold	na	na	DS498417.1	=	NW_001873650.1	Primary Assembly	18373	na
scaffold_664	unplaced-scaffold	na	na	DS498418.1	=	NW_001873661.1	Primary Assembly	17093	na
scaffold_665	unplaced-scaffold	na	na	DS498419.1	=	NW_001873672.1	Primary Assembly	17574	na
scaffold_668	unplaced-scaffold	na	na	DS498420.1	=	NW_001873705.1	Primary Assembly	15257	na
scaffold_670	unplaced-scaffold	na	na	DS498421.1	=	NW_001873727.1	Primary Assembly	17385	na
scaffold_673	unplaced-scaffold	na	na	DS498422.1	=	NW_001873760.1	Primary Assembly	16437	na
scaffold_674	unplaced-scaffold	na	na	DS498423.1	=	NW_001873771.1	Primary Assembly	41063	na
scaffold_675	unplaced-scaffold	na	na	DS498424.1	=	NW_001873782.1	Primary Assembly	14703	na
scaffold_676	unplaced-scaffold	na	na	DS498425.1	=	NW_001873793.1	Primary Assembly	14719	na
scaffold_677	unplaced-scaffold	na	na	DS498426.1	=	NW_001873804.1	Primary Assembly	16114	na
scaffold_679	unplaced-scaffold	na	na	DS498427.1	=	NW_001873826.1	Primary Assembly	14666	na
scaffold_682	unplaced-scaffold	na	na	DS498428.1	=	NW_001873859.1	Primary Assembly	14941	na
scaffold_685	unplaced-scaffold	na	na	DS498429.1	=	NW_001873892.1	Primary Assembly	17318	na
scaffold_689	unplaced-scaffold	na	na	DS498430.1	=	NW_001873936.1	Primary Assembly	39776	na
scaffold_691	unplaced-scaffold	na	na	DS498431.1	=	NW_001873958.1	Primary Assembly	42103	na
scaffold_692	unplaced-scaffold	na	na	DS498432.1	=	NW_001873969.1	Primary Assembly	21130	na
scaffold_693	unplaced-scaffold	na	na	DS498433.1	=	NW_001873980.1	Primary Assembly	16950	na
scaffold_694	unplaced-scaffold	na	na	DS498434.1	=	NW_001873991.1	Primary Assembly	15995	na
scaffold_697	unplaced-scaffold	na	na	DS498435.1	=	NW_001874024.1	Primary Assembly	14989	na
scaffold_698	unplaced-scaffold	na	na	DS498436.1	=	NW_001874035.1	Primary Assembly	14283	na
scaffold_699	unplaced-scaffold	na	na	DS498437.1	=	NW_001874046.1	Primary Assembly	38674	na
scaffold_700	unplaced-scaffold	na	na	DS498438.1	=	NW_001874057.1	Primary Assembly	17737	na
scaffold_702	unplaced-scaffold	na	na	DS498439.1	=	NW_001874079.1	Primary Assembly	15058	na
scaffold_704	unplaced-scaffold	na	na	DS498440.1	=	NW_001874101.1	Primary Assembly	14145	na
scaffold_706	unplaced-scaffold	na	na	DS498441.1	=	NW_001874123.1	Primary Assembly	14835	na
scaffold_710	unplaced-scaffold	na	na	DS498442.1	=	NW_001874167.1	Primary Assembly	16777	na
scaffold_712	unplaced-scaffold	na	na	DS498443.1	=	NW_001874189.1	Primary Assembly	13947	na
scaffold_713	unplaced-scaffold	na	na	DS498444.1	=	NW_001874200.1	Primary Assembly	15262	na
scaffold_714	unplaced-scaffold	na	na	DS498445.1	=	NW_001874211.1	Primary Assembly	15671	na
scaffold_716	unplaced-scaffold	na	na	DS498446.1	=	NW_001874233.1	Primary Assembly	14318	na
scaffold_720	unplaced-scaffold	na	na	DS498447.1	=	NW_001874277.1	Primary Assembly	14509	na
scaffold_721	unplaced-scaffold	na	na	DS498448.1	=	NW_001874288.1	Primary Assembly	14034	na
scaffold_722	unplaced-scaffold	na	na	DS498449.1	=	NW_001874299.1	Primary Assembly	13730	na
scaffold_723	unplaced-scaffold	na	na	DS498450.1	=	NW_001874310.1	Primary Assembly	18013	na
scaffold_724	unplaced-scaffold	na	na	DS498451.1	=	NW_001874321.1	Primary Assembly	15546	na
scaffold_725	unplaced-scaffold	na	na	DS498452.1	=	NW_001874332.1	Primary Assembly	19475	na
scaffold_728	unplaced-scaffold	na	na	DS498453.1	=	NW_001874365.1	Primary Assembly	13627	na
scaffold_729	unplaced-scaffold	na	na	DS498454.1	=	NW_001874376.1	Primary Assembly	14460	na
scaffold_731	unplaced-scaffold	na	na	DS498455.1	=	NW_001874398.1	Primary Assembly	14870	na
scaffold_736	unplaced-scaffold	na	na	DS498456.1	=	NW_001874453.1	Primary Assembly	15001	na
scaffold_738	unplaced-scaffold	na	na	DS498457.1	=	NW_001874475.1	Primary Assembly	44846	na
scaffold_745	unplaced-scaffold	na	na	DS498458.1	=	NW_001874552.1	Primary Assembly	15278	na
scaffold_746	unplaced-scaffold	na	na	DS498459.1	=	NW_001874563.1	Primary Assembly	13495	na
scaffold_747	unplaced-scaffold	na	na	DS498460.1	=	NW_001874574.1	Primary Assembly	13157	na
scaffold_749	unplaced-scaffold	na	na	DS498461.1	=	NW_001874596.1	Primary Assembly	14618	na
scaffold_750	unplaced-scaffold	na	na	DS498462.1	=	NW_001874607.1	Primary Assembly	13297	na
scaffold_751	unplaced-scaffold	na	na	DS498463.1	=	NW_001874618.1	Primary Assembly	13390	na
scaffold_752	unplaced-scaffold	na	na	DS498464.1	=	NW_001874629.1	Primary Assembly	13699	na
scaffold_754	unplaced-scaffold	na	na	DS498465.1	=	NW_001874651.1	Primary Assembly	15832	na
scaffold_756	unplaced-scaffold	na	na	DS498466.1	=	NW_001874673.1	Primary Assembly	13249	na
scaffold_757	unplaced-scaffold	na	na	DS498467.1	=	NW_001874684.1	Primary Assembly	13451	na
scaffold_759	unplaced-scaffold	na	na	DS498468.1	=	NW_001874706.1	Primary Assembly	13837	na
scaffold_760	unplaced-scaffold	na	na	DS498469.1	=	NW_001874717.1	Primary Assembly	19070	na
scaffold_762	unplaced-scaffold	na	na	DS498470.1	=	NW_001874739.1	Primary Assembly	16480	na
scaffold_763	unplaced-scaffold	na	na	DS498471.1	=	NW_001874750.1	Primary Assembly	14605	na
scaffold_770	unplaced-scaffold	na	na	DS498472.1	=	NW_001874827.1	Primary Assembly	16262	na
scaffold_771	unplaced-scaffold	na	na	DS498473.1	=	NW_001874838.1	Primary Assembly	15145	na
scaffold_776	unplaced-scaffold	na	na	DS498474.1	=	NW_001874893.1	Primary Assembly	15023	na
scaffold_777	unplaced-scaffold	na	na	DS498475.1	=	NW_001874904.1	Primary Assembly	12650	na
scaffold_778	unplaced-scaffold	na	na	DS498476.1	=	NW_001874915.1	Primary Assembly	12625	na
scaffold_779	unplaced-scaffold	na	na	DS498477.1	=	NW_001874926.1	Primary Assembly	71375	na
scaffold_780	unplaced-scaffold	na	na	DS498478.1	=	NW_001874937.1	Primary Assembly	14676	na
scaffold_781	unplaced-scaffold	na	na	DS498479.1	=	NW_001874948.1	Primary Assembly	23448	na
scaffold_782	unplaced-scaffold	na	na	DS498480.1	=	NW_001874959.1	Primary Assembly	13390	na
scaffold_783	unplaced-scaffold	na	na	DS498481.1	=	NW_001874970.1	Primary Assembly	13192	na
scaffold_786	unplaced-scaffold	na	na	DS498482.1	=	NW_001875003.1	Primary Assembly	13075	na
scaffold_788	unplaced-scaffold	na	na	DS498483.1	=	NW_001875025.1	Primary Assembly	13211	na
scaffold_791	unplaced-scaffold	na	na	DS498484.1	=	NW_001875058.1	Primary Assembly	39375	na
scaffold_792	unplaced-scaffold	na	na	DS498485.1	=	NW_001875069.1	Primary Assembly	43067	na
scaffold_799	unplaced-scaffold	na	na	DS498486.1	=	NW_001875146.1	Primary Assembly	12231	na
scaffold_802	unplaced-scaffold	na	na	DS498487.1	=	NW_001875179.1	Primary Assembly	14260	na
scaffold_805	unplaced-scaffold	na	na	DS498488.1	=	NW_001875212.1	Primary Assembly	12137	na
scaffold_806	unplaced-scaffold	na	na	DS498489.1	=	NW_001875223.1	Primary Assembly	17137	na
scaffold_808	unplaced-scaffold	na	na	DS498490.1	=	NW_001875245.1	Primary Assembly	39899	na
scaffold_811	unplaced-scaffold	na	na	DS498491.1	=	NW_001875278.1	Primary Assembly	12098	na
scaffold_812	unplaced-scaffold	na	na	DS498492.1	=	NW_001875289.1	Primary Assembly	12388	na
scaffold_813	unplaced-scaffold	na	na	DS498493.1	=	NW_001875300.1	Primary Assembly	12070	na
scaffold_814	unplaced-scaffold	na	na	DS498494.1	=	NW_001875311.1	Primary Assembly	12264	na
scaffold_815	unplaced-scaffold	na	na	DS498495.1	=	NW_001875322.1	Primary Assembly	13117	na
scaffold_818	unplaced-scaffold	na	na	DS498496.1	=	NW_001875355.1	Primary Assembly	45441	na
scaffold_819	unplaced-scaffold	na	na	DS498497.1	=	NW_001875366.1	Primary Assembly	12876	na
scaffold_821	unplaced-scaffold	na	na	DS498498.1	=	NW_001875388.1	Primary Assembly	11948	na
scaffold_823	unplaced-scaffold	na	na	DS498499.1	=	NW_001875410.1	Primary Assembly	12302	na
scaffold_824	unplaced-scaffold	na	na	DS498500.1	=	NW_001875421.1	Primary Assembly	11869	na
scaffold_826	unplaced-scaffold	na	na	DS498501.1	=	NW_001875443.1	Primary Assembly	12118	na
scaffold_828	unplaced-scaffold	na	na	DS498502.1	=	NW_001875465.1	Primary Assembly	12077	na
scaffold_830	unplaced-scaffold	na	na	DS498503.1	=	NW_001875487.1	Primary Assembly	12757	na
scaffold_839	unplaced-scaffold	na	na	DS498504.1	=	NW_001875586.1	Primary Assembly	16039	na
scaffold_840	unplaced-scaffold	na	na	DS498505.1	=	NW_001875597.1	Primary Assembly	12809	na
scaffold_841	unplaced-scaffold	na	na	DS498506.1	=	NW_001875608.1	Primary Assembly	12595	na
scaffold_844	unplaced-scaffold	na	na	DS498507.1	=	NW_001875641.1	Primary Assembly	12845	na
scaffold_845	unplaced-scaffold	na	na	DS498508.1	=	NW_001875652.1	Primary Assembly	11725	na
scaffold_846	unplaced-scaffold	na	na	DS498509.1	=	NW_001875663.1	Primary Assembly	11703	na
scaffold_847	unplaced-scaffold	na	na	DS498510.1	=	NW_001875674.1	Primary Assembly	13005	na
scaffold_848	unplaced-scaffold	na	na	DS498511.1	=	NW_001875685.1	Primary Assembly	12923	na
scaffold_850	unplaced-scaffold	na	na	DS498512.1	=	NW_001875708.1	Primary Assembly	12074	na
scaffold_852	unplaced-scaffold	na	na	DS498513.1	=	NW_001875730.1	Primary Assembly	11921	na
scaffold_853	unplaced-scaffold	na	na	DS498514.1	=	NW_001875741.1	Primary Assembly	11904	na
scaffold_856	unplaced-scaffold	na	na	DS498515.1	=	NW_001875774.1	Primary Assembly	12144	na
scaffold_858	unplaced-scaffold	na	na	DS498516.1	=	NW_001875796.1	Primary Assembly	12627	na
scaffold_859	unplaced-scaffold	na	na	DS498517.1	=	NW_001875808.1	Primary Assembly	11542	na
scaffold_860	unplaced-scaffold	na	na	DS498518.1	=	NW_001875819.1	Primary Assembly	13020	na
scaffold_862	unplaced-scaffold	na	na	DS498519.1	=	NW_001875841.1	Primary Assembly	14493	na
scaffold_864	unplaced-scaffold	na	na	DS498520.1	=	NW_001875863.1	Primary Assembly	16576	na
scaffold_865	unplaced-scaffold	na	na	DS498521.1	=	NW_001875874.1	Primary Assembly	12079	na
scaffold_868	unplaced-scaffold	na	na	DS498522.1	=	NW_001875907.1	Primary Assembly	11343	na
scaffold_870	unplaced-scaffold	na	na	DS498523.1	=	NW_001875930.1	Primary Assembly	16188	na
scaffold_873	unplaced-scaffold	na	na	DS498524.1	=	NW_001875963.1	Primary Assembly	11684	na
scaffold_875	unplaced-scaffold	na	na	DS498525.1	=	NW_001875985.1	Primary Assembly	15436	na
scaffold_877	unplaced-scaffold	na	na	DS498526.1	=	NW_001876007.1	Primary Assembly	12937	na
scaffold_878	unplaced-scaffold	na	na	DS498527.1	=	NW_001876018.1	Primary Assembly	16708	na
scaffold_879	unplaced-scaffold	na	na	DS498528.1	=	NW_001876030.1	Primary Assembly	13535	na
scaffold_881	unplaced-scaffold	na	na	DS498529.1	=	NW_001876052.1	Primary Assembly	14684	na
scaffold_882	unplaced-scaffold	na	na	DS498530.1	=	NW_001876063.1	Primary Assembly	13132	na
scaffold_883	unplaced-scaffold	na	na	DS498531.1	=	NW_001876074.1	Primary Assembly	17382	na
scaffold_884	unplaced-scaffold	na	na	DS498532.1	=	NW_001876085.1	Primary Assembly	12956	na
scaffold_887	unplaced-scaffold	na	na	DS498533.1	=	NW_001876118.1	Primary Assembly	12129	na
scaffold_891	unplaced-scaffold	na	na	DS498534.1	=	NW_001876163.1	Primary Assembly	11744	na
scaffold_894	unplaced-scaffold	na	na	DS498535.1	=	NW_001876196.1	Primary Assembly	11218	na
scaffold_895	unplaced-scaffold	na	na	DS498536.1	=	NW_001876207.1	Primary Assembly	11885	na
scaffold_899	unplaced-scaffold	na	na	DS498537.1	=	NW_001876252.1	Primary Assembly	36193	na
scaffold_907	unplaced-scaffold	na	na	DS498538.1	=	NW_001876340.1	Primary Assembly	11601	na
scaffold_910	unplaced-scaffold	na	na	DS498539.1	=	NW_001876374.1	Primary Assembly	41867	na
scaffold_911	unplaced-scaffold	na	na	DS498540.1	=	NW_001876385.1	Primary Assembly	13605	na
scaffold_912	unplaced-scaffold	na	na	DS498541.1	=	NW_001876396.1	Primary Assembly	11745	na
scaffold_913	unplaced-scaffold	na	na	DS498542.1	=	NW_001876407.1	Primary Assembly	15104	na
scaffold_914	unplaced-scaffold	na	na	DS498543.1	=	NW_001876418.1	Primary Assembly	11554	na
scaffold_917	unplaced-scaffold	na	na	DS498544.1	=	NW_001876451.1	Primary Assembly	12071	na
scaffold_918	unplaced-scaffold	na	na	DS498545.1	=	NW_001876462.1	Primary Assembly	10974	na
scaffold_919	unplaced-scaffold	na	na	DS498546.1	=	NW_001876474.1	Primary Assembly	15808	na
scaffold_923	unplaced-scaffold	na	na	DS498547.1	=	NW_001876518.1	Primary Assembly	11138	na
scaffold_924	unplaced-scaffold	na	na	DS498548.1	=	NW_001876529.1	Primary Assembly	16910	na
scaffold_926	unplaced-scaffold	na	na	DS498549.1	=	NW_001876551.1	Primary Assembly	19587	na
scaffold_928	unplaced-scaffold	na	na	DS498550.1	=	NW_001876573.1	Primary Assembly	15284	na
scaffold_929	unplaced-scaffold	na	na	DS498551.1	=	NW_001876585.1	Primary Assembly	10919	na
scaffold_933	unplaced-scaffold	na	na	DS498552.1	=	NW_001876629.1	Primary Assembly	10764	na
scaffold_938	unplaced-scaffold	na	na	DS498553.1	=	NW_001876684.1	Primary Assembly	18479	na
scaffold_939	unplaced-scaffold	na	na	DS498554.1	=	NW_001876696.1	Primary Assembly	11237	na
scaffold_941	unplaced-scaffold	na	na	DS498555.1	=	NW_001876718.1	Primary Assembly	10972	na
scaffold_942	unplaced-scaffold	na	na	DS498556.1	=	NW_001876729.1	Primary Assembly	11446	na
scaffold_944	unplaced-scaffold	na	na	DS498557.1	=	NW_001876751.1	Primary Assembly	11521	na
scaffold_947	unplaced-scaffold	na	na	DS498558.1	=	NW_001876784.1	Primary Assembly	11370	na
